board,to_play,move_x,move_y
..........................................,X,3
......................................X...,O,3
...............................O......X...,X,3
........................X......O......X...,O,3
.................O......X......O......X...,X,3
..........X......O......X......O......X...,O,4
..........X......O......X......O......X...,O,2
..........X......O......X......O......XO..,X,3
..........X......O......X......O.....OX...,X,3
...X......X......O......X......O......XO..,O,0
...X......X......O......X......O.....OX...,O,6
...X......X......O......X......O...O..XO..,X,0
...X......X......O......X......O.....OX..O,X,6
...X......X......O......X...X..O...O..XO..,O,0
...X......X......O......X......O..X..OX..O,O,6
...X......X......O...O..X...X..O...O..XO..,X,0
...X......X......O......X..O...O..X..OX..O,X,6
...X......X...X..O...O..X...X..O...O..XO..,O,5
...X......X......O..X...X..O...O..X..OX..O,O,1
...X......X...X..O...O..X...X..O...O..XOO.,X,0
...X......X......O..X...X..O...O..X.OOX..O,X,6
...X...X..X...X..O...O..X...X..O...O..XOO.,O,6
...X......X..X...O..X...X..O...O..X.OOX..O,O,0
...X...X..X...X..O...O..X...X..O...O..XOOO,X,6
...X......X..X...O..X...X..O...O..XOOOX..O,X,0
...X...X..X...X..O...O..X...X..O..XO..XOOO,O,6
...X......X..X...O..X...X..OX..O..XOOOX..O,O,0
...X...X..X...X..O...O..X..OX..O..XO..XOOO,X,6
...X......X..X...O..XO..X..OX..O..XOOOX..O,X,0
...X...X..X...X..O..XO..X..OX..O..XO..XOOO,O,6
...X......X..XX..O..XO..X..OX..O..XOOOX..O,O,0
...X...X..X..OX..O..XO..X..OX..O..XO..XOOO,X,6
...X...O..X..XX..O..XO..X..OX..O..XOOOX..O,X,0
...X..XX..X..OX..O..XO..X..OX..O..XO..XOOO,O,0
X..X...O..X..XX..O..XO..X..OX..O..XOOOX..O,O,6
O..X..XX..X..OX..O..XO..X..OX..O..XO..XOOO,X,5
X..X..OO..X..XX..O..XO..X..OX..O..XOOOX..O,X,1
O..X..XX..X..OX..O..XO..X..OX..O.XXO..XOOO,O,5
X..X..OO..X..XX..O..XO..X..OXX.O..XOOOX..O,O,1
O..X..XX..X..OX..O..XO..X.OOX..O.XXO..XOOO,X,5
X..X..OO..X..XX..O..XOO.X..OXX.O..XOOOX..O,X,1
O..X..XX..X..OX..O.XXO..X.OOX..O.XXO..XOOO,O,5
X..X..OO..X..XXX.O..XOO.X..OXX.O..XOOOX..O,O,1
O..X..XX..X.OOX..O.XXO..X.OOX..O.XXO..XOOO,X,5
X..X..OOO.X..XXX.O..XOO.X..OXX.O..XOOOX..O,X,1
O..X.XXX..X.OOX..O.XXO..X.OOX..O.XXO..XOOO,O,4
XX.X..OOO.X..XXX.O..XOO.X..OXX.O..XOOOX..O,O,2
O..X.XXX..X.OOX..O.XXO..X.OOX..OOXXO..XOOO,X,4
XX.X..OOO.X..XXX.O..XOO.X..OXXOO..XOOOX..O,X,2
O..X.XXX..X.OOX..O.XXO..XXOOX..OOXXO..XOOO,O,2
XX.X..OOO.X..XXX.O..XOOXX..OXXOO..XOOOX..O,O,4
O..X.XXX..X.OOX..O.XXO..XXOOX..OOXXO.OXOOO,X,4
XX.X..OOO.X..XXX.O..XOOXX..OXXOO..XOOOXO.O,X,2
O..X.XXX..X.OOX..OXXXO..XXOOX..OOXXO.OXOOO,O,1
XX.X..OOO.X..XXXXO..XOOXX..OXXOO..XOOOXO.O,O,5
O..X.XXX..X.OOX..OXXXO..XXOOX..OOXXOOOXOOO,X,4
XX.X..OOO.X..XXXXO..XOOXX..OXXOO..XOOOXOOO,X,2
O..X.XXX..XXOOX..OXXXO..XXOOX..OOXXOOOXOOO,O,1
XX.X..OOOXX..XXXXO..XOOXX..OXXOO..XOOOXOOO,O,5
O..X.XXX..XXOOX..OXXXO..XXOOXO.OOXXOOOXOOO,X,4
XX.X..OOOXX..XXXXO..XOOXX..OXXOO.OXOOOXOOO,X,2
......................................XO..,X,3
.....................................OX...,X,3
...............................X.....OXO..,X,3
........................X.....OX.....OXO..,X,3
........................X......XO....OXO..,X,3
